no,sub,name,sub_name,area,omosa,takasa,sex,bunrui,tokusei_1,tokusei_2,type_1,type_2,text_1,text_2,text_3,spec_hp,spec_kougeki,spec_bougyo,spec_tokukou,spec_tokubou,spec_subayasa,sugata_text_flg,sugata_text,mega_flg,genshi_flg,kyodai_flg,image_l,image_m,image_s,zukan_no
0313,0,バルビート,,3,17.7,0.7,2,ほたるポケモン,154,222,12,0,水の　きれいな　池に　生息。　夜に　なると　お尻が　光り　点滅させて　仲間と　会話。　（『ポケットモンスター スカーレット』より）,お尻の　光を　点滅させて　仲間と　会話する。　イルミーゼの　出す　甘い　香りが　大好き。　（『ポケットモンスター バイオレット』より）,,4,5,5,3,5,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/77b3efadccfe66a3c66589de9148719c.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/cb99687634649e20af93c20b4a894b32.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fe038841f0f77e87c9e5f9b49e78bf72.png,0313
0314,0,イルミーゼ,,3,17.7,0.6,3,ほたるポケモン,136,19,12,0,甘い　香りで　バルビートを　誘導して　２００　以上の　模様を　夜空に　描く。　（『ポケットモンスター スカーレット』より）,バルビートを　誘導して　夜空に　サインを　描く。　サインの　意味を　研究する　学者も　いる。　（『ポケットモンスター バイオレット』より）,,4,3,5,5,5,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f9765bd6d02bed60eb96d792a8211d33.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b2ca9abf616343d2ad5b9cb14ae4e7bb.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ed5e89a02ae2918a9804a9bcf5fe72aa.png,0314
0315,0,ロゼリア,,3,2.0,0.3,1,いばらポケモン,71,133,4,8,きれいな　みずを　のんで　そだった　ロゼリアは　いろあざやかな　はなを　さかせる　ことで　しられている。　（『ポケットモンスター ブリリアントダイヤモンド』より）,きれいな　りょううでの　はなには　もうどくの　トゲが　ある。　はなを　つもうと　かんがえては　いけない。　（『ポケットモンスター シャイニングパール』より）,美麗なれど　猛毒　たたえし棘　有す。　我が故郷では　決闘の申し出に　これを　相手に送る　古き習わし　伝わる。　（『Pok&eacute;mon LEGENDS アルセウス』より）,3,4,3,6,5,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d9202855c632b30c2ca4ef02ec6ae5c9.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3de378e4aa35e881ae7598529acdd17a.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/87ab9e89df0ac67d685cc2e4d108aeea.png,0315
0316,0,ゴクリン,,3,10.3,0.4,1,いぶくろポケモン,197,143,8,0,なんでも　消化する　胃袋。　消化するときに　発生する　ガスは　強烈な　悪臭だ。　（『ポケットモンスター スカーレット』より）,心臓や　脳みそは　小さく　体の　大部分が　胃袋。　なんでも　溶かす　胃液を　出す。　（『ポケットモンスター バイオレット』より）,,5,3,4,3,4,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fe10ee0bfac1b0e0633baf6fadef0f7f.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a3193ec140b0a25b318612b35ccbf9df.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2876894c3a43ca661ed8e24b1ce40fcc.png,0316
0317,0,マルノーム,,3,80.0,1.7,1,どくぶくろポケモン,197,143,8,0,口に　入る　大きさの　ものなら　なんでも　丸呑み。　特殊な　胃液で　なんでも　消化する。　（『ポケットモンスター スカーレット』より）,タイヤも　ひと口で　丸呑み。　体の　毛穴から　猛毒の　体液を　分泌する。　（『ポケットモンスター バイオレット』より）,,6,5,5,5,5,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/967882352a2888c4c1cd629f735127ec.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c9605f7210034811e2b210518cedb258.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/40aa19ae2acc6dfff1467c0f4fcf79c1.png,0317
0318,0,キバニア,,3,20.8,0.8,1,どうもうポケモン,66,0,3,16,なわばりに　はいってきた　あいてを　しゅうだんで　こうげき。　するどい　キバは　ボートの　そこも　かみきる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,3,6,2,4,2,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7dac7a5c34efa508226730c60b4b011d.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ff40fea0e428c72139867da46100f64d.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b00813b4472fc9cc2785f57deb42ed63.png,0318
0319,0,サメハダー,,3,88.8,1.8,1,きょうぼうポケモン,66,0,3,16,てっぱんも　かみちぎる　キバを　もち　およぐ　そくどは　じそく１２０キロ。　べつめいは　うみのギャング。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,5,8,3,6,3,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b16c17b70cecf8539fd688106d8745cf.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3cc544627a8c8099096da4aa6e6580e0.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1d4004dd0c1e8eb9c283f5bcd9c70314.png,0319
0319,1,メガサメハダー,,3,130.3,2.5,1,きょうぼうポケモン,41,0,3,16,とうぶに　はえる　トゲは　キバが　へんかしたもの。　きずつき　おれても　そのばで　なんどでも　はえかわる。　（『ポケットモンスター サン』より）,メガシンカにより　とうそうほんのうが　ばくはつ。　きいろい　もようは　かこの　れきせんの　きずあと。　（『ポケットモンスター ムーン』より）,,5,9,5,7,4,7,0,,1,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fe890a5523791d7f81c5997de91803e8.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/170d7f93770daf96dde1d6d0618d47ac.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c9b738b733bffab12ae25b2b48fbc6ba.png,0319-1
0320,0,ホエルコ,,3,130.0,2.0,1,たまくじらポケモン,218,136,3,0,はれた　ひは　すなはまに　あがり　ボールのように　はずんで　あそぶ。　はなから　みずを　ふきあげる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,8,5,3,5,3,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/564b0f7f25fbf5abcf3c888869eec5d2.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5b5071a213f576b8b199acb72d8f2abb.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/96ccdab26b7c799dbe331dafdb1fef07.png,0320
0321,0,ホエルオー,,3,398.0,14.5,1,うきくじらポケモン,218,136,3,0,いちばん　おおきい　ポケモン。　いきつぎせずに　３０００メートルの　ふかさまで　もぐることが　できる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,10,6,3,6,3,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b8e3d3f172eefc2492013c180edeb693.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2dcd077001e90a6679350195afa6343c.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4a0e97e308434187724ad7f2f43c1e8c.png,0321
0322,0,ドンメル,,3,24.0,0.7,1,どんかんポケモン,136,114,2,9,１２００度の　マグマが　体内で　燃えている。　寒くなると　マグマが　固まるので　動きが　鈍くなる。　（『ポケットモンスター スカーレット』より）,背中の　コブの　中で　燃える　マグマが　エネルギーとなって　すごい　力を　発揮するのだ。　（『ポケットモンスター バイオレット』より）,,4,4,3,4,3,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b0aa24123094bb0f25d4d53739d7dc3d.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d56b26cb6f7f5bc92447c5eccf3fdb2d.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a6ec25463fdfcf2fa76e71413c4634af.png,0322
0323,0,バクーダ,,3,220.0,1.9,1,ふんかポケモン,209,148,2,9,火山の　火口で　生活する。　１０年ごとに　背中の　コブが　大噴火することで　有名だ。　（『ポケットモンスター スカーレット』より）,怒ると　灼熱の　マグマを　背中の　コブから　噴き上げる。　火山の　火口に　棲み処が　ある。　（『ポケットモンスター バイオレット』より）,,5,6,5,7,5,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/84d77f82ae769b5472b9323398ae24b0.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b8b2d2e362291e133b95de3a5c19851d.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/83433186aefc69541d711a25983367cd.png,0323
0323,1,メガバクーダ,,3,320.5,2.5,1,ふんかポケモン,115,0,2,9,せなかの　コブの　かざんは　１０ねんごとに　だいふんか　するが　はげしく　おこっても　ふんかする。　（『ポケットモンスター Ｘ』より）,おこると　しゃくねつの　マグマを　せなかの　コブから　ふきあげる。　かざんの　かこうに　すみかが　ある。　（『ポケットモンスター Ｙ』より）,,5,8,6,9,7,2,0,,1,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2ba0d150297b528af71ca3e5ace9e20e.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2dbf0c1e71e074824fab27a3590c3412.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fe4db2472cd999d441f621142132eba9.png,0323-1
0324,0,コータス,,3,80.4,0.5,1,せきたんポケモン,80,168,2,0,甲羅の　内側で　石炭を　燃やし　敵に　襲われると　黒い煙を　まき散らして　逃げる。　（『ポケットモンスター スカーレット』より）,石炭が　エネルギーの　源。　コータスの　棲んでいる　山には　多くの　石炭が　眠っている。　（『ポケットモンスター バイオレット』より）,,5,5,9,5,5,2,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c20111a5f97371b4e8342e3953abc5b6.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9a0015b09504757485cc9edf44a31b6c.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b60f28797e4c7de9f28606d1146c75d5.png,0324
0325,0,バネブー,,3,30.6,0.7,1,とびはねポケモン,5,208,11,0,飛び跳ねていないと　死んでしまう。　頭に　乗せている　真珠が　サイコパワーを　増幅させるのだ。　（『ポケットモンスター スカーレット』より）,尻尾を　バネがわりにして　飛び跳ねることで　心臓を　動かしているので　止まると　死ぬ。　（『ポケットモンスター バイオレット』より）,,4,2,3,5,5,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3dd1497e8298c906f558fa40da4d159d.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/845e9fd91e89712aa34e372f4e7449da.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/cf9b6f487385e744bbdd788f1a9096fa.png,0325
0326,0,ブーピッグ,,3,71.5,0.9,1,あやつりポケモン,5,208,11,0,相手を　操るときの　不思議な　ステップは　昔　外国で　大流行したことが　ある。　（『ポケットモンスター スカーレット』より）,黒真珠で　サイコパワーを　強め　奇妙な　ステップで　相手の　心を　操るぞ。　（『ポケットモンスター バイオレット』より）,,5,3,4,6,7,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/37f89f7f3a5930ac958189a6b8979554.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/33325189dbe458828c61d7b7b9409ae3.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ead0b3005c2c59b1f95296a2df7cfd27.png,0326
0327,0,パッチール,,3,5.0,1.1,1,ぶちパンダポケモン,208,118,1,0,おなじ　ブチもようの　パッチールは　いない。　フラフラした　あしどりで　あいての　ねらいを　はずす。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,4,4,4,4,4,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0bf7132436ff2b1ff44ceabf92630cce.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0ca246debe3088ebe33bedbd36c9b224.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9dd0d7fb22a97c3b09f06619c783d48d.png,0327
0328,0,ナックラー,,3,15.0,0.7,1,ありじごくポケモン,30,11,9,0,乾燥した　砂漠に　生息。　すり鉢状の　巣穴の中で　獲物を　じっと　待ち続ける。　（『ポケットモンスター スカーレット』より）,大きな　あごで　邪魔な　岩を　砕きながら　砂を　掘る。　巣穴の　形は　スリ鉢状。　（『ポケットモンスター バイオレット』より）,,3,6,3,3,3,1,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4eadde6d6e5795603a556e8fd4db3bb3.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b4699a096459a0b31b9ed6f10575f698.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c1774ac2e4e0f8c66825d8a34eff3ab5.png,0328
0329,0,ビブラーバ,,3,15.3,1.1,1,しんどうポケモン,187,0,9,15,未熟な　翅は　飛ぶことよりも　擦って　超音波を　出して　敵を　攻撃するのに　使う。　（『ポケットモンスター スカーレット』より）,翅を　激しく　振動させて　超音波を　発生。　気絶した　獲物を　消化液で　溶かす。　（『ポケットモンスター バイオレット』より）,,3,5,3,3,3,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/bb97d596fa7f1b992085f62b49972ff5.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2b524d26cc825da6b61ae03450ab144a.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1ed1e7d440ae4cec0479a18f4521b4c6.png,0329
0330,0,フライゴン,,3,82.0,2.0,1,せいれいポケモン,187,0,9,15,砂漠の精霊　と　呼ばれる。　はばたくことで　巻き起こした　砂嵐の　中に　隠れている。　（『ポケットモンスター スカーレット』より）,羽音は　まるで　歌声。　音に　魅せられた者は　砂嵐に　巻き込まれ　フライゴンの　餌食。　（『ポケットモンスター バイオレット』より）,,5,6,5,5,5,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5380b3a060af1f06c529346b8a98816c.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/defdf51d02b5490163a3ba281c1e9198.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/cac311c946686457ab4ade3120273032.png,0330
0331,0,サボネア,,3,51.3,0.4,1,サボテンポケモン,94,0,4,0,砂漠などの　過酷な　環境を　好む。　体内に　蓄えた　水で　３０日間　生きられる。　（『ポケットモンスター スカーレット』より）,雨が　少ない　乾燥した　地域に　生息。　１年に　１回　黄色の　花を　咲かせる。　（『ポケットモンスター バイオレット』より）,,3,5,3,5,3,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/af2339c224e4119c4c8c4d2530f1e5fe.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/df8e7744b9f5c94fda2a50c658407467.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0cca758e89787f0d03c7b35d7beb8bf0.png,0331
0332,0,ノクタス,,3,77.4,1.3,1,カカシぐさポケモン,94,0,4,16,砂漠の　旅人の　後ろを　集団で　つきまとい　疲れて　動けなくなるのを　待つのだ。　（『ポケットモンスター スカーレット』より）,砂漠に　生息。　夜になると　動きだし　砂漠の　暑さで　疲れ果てた　獲物を　捕らえる。　（『ポケットモンスター バイオレット』より）,,5,7,4,7,4,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5432bec43611a2b8f2a38fe44584ff3e.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e3fc13e3b23e07cdaa808d8cab93b745.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ed5b2d3b1edc681ee3d591064dd329c7.png,0332
